grade_level,division,first_name,last_name,jersey_no,height_in,season,class_desc,xml_name,school,conference,height_ft,conference_id,player_id,position,team_code
1,3,Troy,Davis,15,9,2015,Fr.,"DAVIS,TROY",Norwich,Great Northeast,5,23257,1740169,G,511
1,1,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Oakland,Horizon,0,881,-99,None,514
1,1,Tom,Cotter,15,7,2014,Fr.,"COTTER,TOM",Oakland,Horizon,6,881,1735153,F,514
1,1,Nick,Daniels,11,1,2014,Fr.,"DANIELS,NICK",Oakland,Horizon,6,881,1512569,G,514
1,1,Chris,Palombizio,15,7,2016,Fr.,"PALOMBIZIO,CHRIS",Oakland,Horizon,6,881,1847042,F,514
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Oakland,Horizon,0,881,-100,None,514
1,1,Kris,Crosby,32,7,2014,Fr.,"CROSBY,KRIS",Oakland,Horizon,6,881,1621648,F,514
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Oakland,Horizon,0,881,-100,None,514
1,1,Babatunde,Sowunmi,20,10,2018,Fr.,"SOWUNMI,BABATUNDE",Oakland,Horizon,6,881,2086743,C,514
1,1,James,Edwards Jr.,53,8,2016,Fr.,"EDWARDS JR.,JAMES",Oakland,Horizon,6,881,1847044,F,514
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Oakland,Horizon,0,881,-100,None,514
1,1,Tray,Maddox Jr.,2,4,2018,Fr.,"MADDOX,TRAY",Oakland,Horizon,6,881,2086642,G,514
1,1,Jalen,Hayes,4,7,2014,Fr.,"HAYES,JALEN",Oakland,Horizon,6,881,1512568,F,514
1,1,Artis,Cleveland,12,10,2014,Fr.,"CLEVELAND,ARTIS",Oakland,Horizon,6,881,1512570,C,514
1,1,Femi,Olujobi,25,8,2014,Fr.,"OLUJOBI,FEMI",Oakland,Horizon,6,881,1621652,F,514
1,1,Isaiah,Brock,10,8,2016,Fr.,"BROCK,ISAIAH",Oakland,Horizon,6,881,1847040,F,514
1,1,Chris,Gilbert,0,2,2017,Fr.,"GILBERT,CHRIS",Oakland,Horizon,6,881,1954195,G,514
1,1,Brailen,Neely,11,9,2016,Fr.,"NEELY,BRAILEN",Oakland,Horizon,5,881,1847041,G,514
1,1,Braden,Norris,1,10,2018,Fr.,"NORRIS,BRADEN",Oakland,Horizon,5,881,2086641,G,514
1,1,Xavier,Hill-Mais,14,7,2015,Fr.,"HILL-MAIS,XAVIER",Oakland,Horizon,6,881,1733688,F,514
1,1,Brad,Brechting,13,11,2015,Fr.,"BRECHTING,BRAD",Oakland,Horizon,6,881,1733684,C,514
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Oakland,Horizon,0,881,-99,None,514
1,1,Jaevin,Cumberland,21,2,2015,Fr.,"CUMBERLAND,JAEVIN",Oakland,Horizon,6,881,1733685,G,514
1,1,Alek,Frascone,22,2,2014,Fr.,"FRASCONE,ALEK",Oakland,Horizon,6,881,1621649,G,514
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Oakland,Horizon,0,881,-100,None,514
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Oakland,Horizon,0,881,-99,None,514
1,1,James,Beck,22,8,2017,Fr.,"BECK,JAMES",Oakland,Horizon,6,881,1954211,G,514
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Oakland,Horizon,0,881,-100,None,514
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Oakland,Horizon,0,881,-99,None,514
1,1,Kenny,Pittman Jr.,24,3,2018,Fr.,"PITTMAN,KENNY",Oakland,Horizon,6,881,2086746,G,514
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Oakland,Horizon,0,881,-99,None,514
1,1,Stan,Scott,12,3,2017,Fr.,"SCOTT,STAN",Oakland,Horizon,6,881,1954209,G,514
1,3,Andre,Campbell,4,5,2016,Fr.,"CAMPBELL,ANDRE",Oberlin,NCAC,6,897,1858753,F,515
1,3,Patrick,Smith,20,0,2017,Fr.,"SMITH,PATRICK",Oberlin,NCAC,4,897,1858759,C,515
1,3,Aidan,Miller,42,3,2018,Fr.,"MILLER,AIDAN",Oberlin,NCAC,6,897,2094874,G,515
1,3,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Oberlin,NCAC,0,897,-99,None,515
1,3,Jordan,Armstrong,33,8,2017,Fr.,"ARMSTRONG,JORDAN",Oberlin,NCAC,6,897,1967922,C,515
1,3,Wolf,Moser,4,1,2017,Fr.,"MOSER,WOLF",Oberlin,NCAC,6,897,1967891,G,515
1,3,Josiah,Walker,32,3,2015,Fr.,"WALKER,JOSIAH",Oberlin,NCAC,6,897,1740194,G,515
1,3,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Oberlin,NCAC,0,897,-99,None,515
1,3,Jordan,Kunney,32,5,2018,Fr.,"KUNNEY,JORDAN",Oberlin,NCAC,6,897,2094898,F,515
1,3,Spencer,Seabaugh,4,3,2015,Fr.,"SEABAUGH,SPENCER",Oberlin,NCAC,6,897,1740190,G,515
1,3,Eric,Holt,21,4,2015,Fr.,"HOLT,ERIC",Oberlin,NCAC,6,897,1740193,F,515
1,3,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Oberlin,NCAC,0,897,-99,None,515
1,3,Nile,Godfrey,11,1,2015,Fr.,"GODFREY,NILE",Oberlin,NCAC,6,897,1740191,G,515
1,3,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Oberlin,NCAC,0,897,-100,None,515
1,3,Ben,Rosow,0,5,2017,Fr.,"ROSOW,BEN",Oberlin,NCAC,6,897,1967916,G,515
1,3,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Oberlin,NCAC,0,897,-100,None,515
1,3,Charles,Tiedemann,34,7,2016,Fr.,"TIEDEMANN,CHARLES",Oberlin,NCAC,6,897,1858758,C,515
1,3,Scott,Rivlin,24,2,2015,Fr.,"RIVLIN,SCOTT",Oberlin,NCAC,6,897,1740195,G,515
1,3,Christian,Fioretti,10,1,2016,Fr.,"FIORETTI,CHRISTIAN",Oberlin,NCAC,6,897,1858754,G,515
1,3,Charlie,Riordan,35,7,2018,Fr.,"RIORDAN,CHARLIE",Oberlin,NCAC,6,897,2094871,F,515
1,3,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Oberlin,NCAC,0,897,-100,None,515
1,3,Josh,Friday,45,5,2018,Fr.,"FRIDAY,JOSH",Oberlin,NCAC,6,897,2094899,F,515
1,3,Joshua,Friedkin,12,11,2016,Fr.,"FRIEDKIN,JOSHUA",Oberlin,NCAC,5,897,1858755,G,515
1,3,Sam,Kreisberg,24,6,2014,Fr.,"KREISBERG,SAM",Oberlin,NCAC,6,897,1632825,F,515
1,3,Orlando,Ashford II,21,3,2018,Fr.,"ASHFORD II,ORLANDO",Oberlin,NCAC,6,897,2094870,G,515
1,3,Abe,Kuhn,24,3,2016,Fr.,"KUHN,ABE",Oberlin,NCAC,6,897,1858757,G,515
1,3,Justin,Wright,52,11,2018,Fr.,"WRIGHT,JUSTIN",Oberlin,NCAC,5,897,2094872,G,515
1,3,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Oberlin,NCAC,0,897,-100,None,515
1,3,Isaac,Finestone,1,8,2017,Fr.,"FINESTONE,ISAAC",Oberlin,NCAC,6,897,1967889,F,515
1,3,Eli,Silverman-Lloyd,3,4,2015,Fr.,"SILVERMAN-LLOYD,ELI",Oberlin,NCAC,6,897,1740189,G,515
1,3,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Oberlin,NCAC,0,897,-99,None,515
1,3,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Oberlin,NCAC,0,897,-99,None,515
1,3,Hunter,Bleeden,2,1,2017,Fr.,"BLEEDEN,HUNTER",Oberlin,NCAC,6,897,1967921,G,515
1,3,Evan,Suppa,13,1,2016,Fr.,"SUPPA,EVAN",Oberlin,NCAC,6,897,1858756,G,515
1,3,Jordan,Sacks,14,5,2017,Fr.,"SACKS,JORDAN",Oberlin,NCAC,6,897,1967890,F,515
1,3,Ryan,Lockman,20,3,2015,Fr.,"LOCKMAN,RYAN",Oberlin,NCAC,6,897,1740192,G,515
1,3,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Oberlin,NCAC,0,897,-100,None,515
1,1,Lafayette,Dorsey,1,1,2017,Fr.,"DORSEY,LAFAYETTE",Pacific,WCC,6,922,1958833,G,534
1,1,Max,Tinsley,20,2,2015,Fr.,"TINSLEY,MAX",Pacific,WCC,6,922,1734669,G,534
1,1,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Pacific,WCC,0,922,-99,None,534
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Pacific,WCC,0,922,-100,None,534
1,1,Jacob,Lampkin,21,9,2014,Fr.,"LAMPKIN,JACOB",Pacific,WCC,6,922,1627647,F,534
1,1,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Pacific,WCC,0,922,-99,None,534
1,1,Kaleb,Warner,25,6,2014,Fr.,"WARNER,KALEB",Pacific,WCC,6,922,1627652,F,534
1,1,Ajare,Sanni,14,2,2018,Fr.,"SANNI,AJARE",Pacific,WCC,6,922,2087337,G,534
1,1,Otto,Taylor,20,2,2017,Fr.,"TAYLOR,OTTO",Pacific,WCC,6,922,1958843,G,534
1,1,Dominic,Rector,20,7,2016,Fr.,"RECTOR,DOMINIC",Pacific,WCC,6,922,1847987,F,534
1,1,Ilias,Theodorou,33,7,2014,Fr.,"THEODOROU,ILIAS",Pacific,WCC,6,922,1627649,F,534
1,1,Keshon,Montague,10,0,2016,Fr.,"MONTAGUE,KESHON",Pacific,WCC,6,922,1847986,G,534
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Pacific,WCC,0,922,-100,None,534
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Pacific,WCC,0,922,-100,None,534
1,1,D.J.,Ursery,15,4,2014,Fr.,"URSERY,D.J.",Pacific,WCC,6,922,1627651,G,534
1,1,Jade,Brahmbhatt,20,11,2018,Fr.,"BRAHMBHATT,JADE",Pacific,WCC,5,922,2087372,G,534
1,1,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Pacific,WCC,0,922,-99,None,534
1,1,Jahbril,Price-Noel,22,7,2018,Fr.,"PRICE NOEL,JAHBRIL",Pacific,WCC,6,922,2087371,G,534
1,1,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Pacific,WCC,0,922,-99,None,534
1,1,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Pacific,WCC,0,922,-99,None,534
1,1,K.J.,Smith,30,2,2016,Fr.,"SMITH,K.J.",Pacific,WCC,6,922,1847989,G,534
1,1,Ray,Bowles,22,5,2014,Fr.,"BOWLES,RAY",Pacific,WCC,6,922,1511970,G,534
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Pacific,WCC,0,922,-100,None,534
1,1,Anthony,Townes,5,6,2015,Fr.,"TOWNES,ANTHONY",Pacific,WCC,6,922,1734666,F,534
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Pacific,WCC,0,922,-100,None,534
1,1,Donald,Hicks,5,3,2016,Fr.,"HICKS,DONALD",Radford,Big South,6,826,1856769,G,563
1,1,Devin,Cooper,4,1,2015,Fr.,"COOPER,DEVIN",Radford,Big South,6,826,1735430,G,563
1,1,Cle'von,Greene,3,1,2018,Fr.,"GREENE,CLE'VON",Radford,Big South,6,826,2087462,G,563
1,1,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Radford,Big South,0,826,-99,None,563
1,1,Leroy,Butts,13,7,2017,Fr.,"BUTTS IV,LEROY",Radford,Big South,6,826,1963472,F,563
1,1,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Radford,Big South,0,826,-99,None,563
1,1,Christian,Lutete,25,4,2015,Fr.,"LUTETE,CHRISTIAN",Radford,Big South,6,826,1735433,F,563
1,1,Carlik,Jones,1,0,2017,Fr.,"JONES,CARLIK",Radford,Big South,6,826,1963469,G,563
1,1,Anias,Saunders,23,2,2017,Fr.,"SAUNDERS,ANIAS",Radford,Big South,6,826,1963474,G,563
1,1,Josiah,Jeffers,4,1,2018,Fr.,"JEFFERS,JOSIAH",Radford,Big South,6,826,2087464,G,563
1,1,Sterling,Christy,32,6,2014,Fr.,"CHRISTY,STERLING",Radford,Big South,6,826,1619272,F,563
1,1,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Radford,Big South,0,826,-99,None,563
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Radford,Big South,0,826,-100,None,563
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Radford,Big South,0,826,-100,None,563
1,1,Caleb,Tanner,10,1,2015,Fr.,"TANNER,CALEB",Radford,Big South,6,826,1735431,G,563
1,1,Devonnte,Holland,15,7,2016,Fr.,"HOLLAND,DEVONNTE",Radford,Big South,6,826,1856771,F,563
1,1,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Radford,Big South,0,826,-99,None,563
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Radford,Big South,0,826,-100,None,563
1,1,Ed,"Polite, Jr.",24,5,2015,Fr.,"POLITE JR,ED",Radford,Big South,6,826,1735432,F,563
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Radford,Big South,0,826,-100,None,563
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Radford,Big South,0,826,-100,None,563
1,1,Sterling,Christy,23,6,2015,Fr.,"CHRISTY,STERLING",Radford,Big South,6,826,1619272,F,563
1,1,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Radford,Big South,0,826,-99,None,563
1,1,Darius,Bolstad,45,8,2015,Fr.,"BOLSTAD,DARIUS",Radford,Big South,6,826,1735434,C,563
1,3,Connor,Whipp,24,3,2015,Fr.,"WHIPP,CONNOR",Roanoke,ODAC,6,903,1747209,G,578
1,3,Jeremy,Littlejohn,34,4,2017,Fr.,"LITTLEJOHN,JEREMY",Roanoke,ODAC,6,903,1970731,F,578
1,3,Mark,Seaman,23,4,2016,Fr.,"SEAMAN,MARK",Roanoke,ODAC,6,903,1861464,F,578
1,3,Chase,Sweetman,55,8,2015,Fr.,"SWEETMAN,CHASE",Roanoke,ODAC,6,903,1746704,F,578
1,3,Nick,Price,11,1,2018,Fr.,"PRICE,NICK",Roanoke,ODAC,6,903,2101997,G,578
1,3,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Roanoke,ODAC,0,903,-100,None,578
1,3,Joe,Mikalauskas,1,3,2016,Fr.,"MIKALAUSKAS,JOE",Roanoke,ODAC,6,903,1861463,G,578
1,3,Colton,Reed,15,1,2017,Fr.,"REED,COLTON",Roanoke,ODAC,6,903,1970728,G,578
1,3,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Roanoke,ODAC,0,903,-100,None,578
1,3,Jorden,Davis,10,11,2017,Fr.,"DAVIS,JORDEN",Roanoke,ODAC,5,903,1970708,G,578
1,3,Misc,Team,-99,0,2014,Fr.,"TEAM,MISC",Roanoke,ODAC,0,903,-99,None,578
1,3,Misc,Team,-99,0,2016,Fr.,"TEAM,MISC",Roanoke,ODAC,0,903,-99,None,578
1,3,C.J.,Miles,3,9,2015,Fr.,"MILES,CJ",Roanoke,ODAC,5,903,1746701,G,578
1,3,Jordan,Wallis,11,3,2017,Fr.,"WALLIS,JORDAN",Roanoke,ODAC,6,903,1970709,G,578
1,3,Sam,Hildreth,41,6,2015,Fr.,"HILDRETH,SAM",Roanoke,ODAC,6,903,1747211,F,578
1,3,Zach,Harrell,11,0,2015,Fr.,"HARRELL,ZACH",Roanoke,ODAC,6,903,1747208,G,578
1,3,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Roanoke,ODAC,0,903,-100,None,578
1,3,Kieran,Turner,0,7,2018,Fr.,"TURNER,KIERAN",Roanoke,ODAC,6,903,2102027,F,578
1,3,Armani,Lashley,23,1,2015,Fr.,"LASHLEY,ARMANI",Roanoke,ODAC,6,903,1746702,G,578
1,3,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Roanoke,ODAC,0,903,-100,None,578
1,3,Misc,Team,-99,0,2018,Fr.,"TEAM,MISC",Roanoke,ODAC,0,903,-99,None,578
1,3,Tripp,Greene,13,1,2018,Fr.,"GREENE,TRIPP",Roanoke,ODAC,6,903,2102026,G,578
1,3,JD,Costulis,23,4,2017,Fr.,"COSTULIS,JD",Roanoke,ODAC,6,903,1970729,F,578
1,3,Misc,Team,-99,0,2015,Fr.,"TEAM,MISC",Roanoke,ODAC,0,903,-99,None,578
1,3,Misc,Team,-99,0,2017,Fr.,"TEAM,MISC",Roanoke,ODAC,0,903,-99,None,578
1,3,J.P.,Corser,31,6,2018,Fr.,"CORSER,JP",Roanoke,ODAC,6,903,2101995,F,578
1,3,Douglas,Elks,13,4,2017,Fr.,"ELKS,DOUGLAS",Roanoke,ODAC,6,903,1970711,G,578
1,3,Brandon,Harrell,30,2,2016,Fr.,"HARRELL,BRANDON",Roanoke,ODAC,6,903,1861465,G,578
1,3,Charlie,Mendys,4,0,2018,Fr.,"MENDYS,CHARLIE",Roanoke,ODAC,6,903,2101996,G,578
1,3,Caleb,Jordan,2,11,2016,Fr.,"JORDAN,CALEB",Roanoke,ODAC,5,903,1861938,G,578
1,3,Logan,Vosburg,0,5,2017,Fr.,"VOSBURG,LOGAN",Roanoke,ODAC,6,903,1970725,F,578
1,3,Xavier,Williams,35,5,2015,Fr.,"WILLIAMS,XAVIER",Roanoke,ODAC,6,903,1747210,F,578
1,3,Max,Menzel,42,7,2017,Fr.,"MENZEL,MAX",Roanoke,ODAC,6,903,1970732,F,578
1,3,Dillion,Thomas,25,0,2017,Fr.,"THOMAS,DILLION",Roanoke,ODAC,6,903,1970730,G,578
1,3,John,Caldwell,31,5,2015,Fr.,"CALDWELL,JOHN",Roanoke,ODAC,6,903,1746703,F,578
1,3,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Roanoke,ODAC,0,903,-100,None,578
1,2,Eric,Castaneda,15,4,2014,Fr.,"CASTANEDA,ERIC",Rollins,Sunshine State,6,919,1622026,G,584
1,2,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Rollins,Sunshine State,0,919,-99,None,584
1,2,Jon Ross,Richardson,32,6,2017,Fr.,"RICHARDSON,JON ROSS",Rollins,Sunshine State,6,919,1955560,G,584
1,2,Matej,Susec,34,8,2018,Fr.,"SUSEC,MATEJ",Rollins,Sunshine State,6,919,2081160,F,584
1,2,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Rollins,Sunshine State,0,919,-100,None,584
1,2,Jeff,Merton,44,5,2014,Fr.,"MERTON,JEFF",Rollins,Sunshine State,6,919,1622027,F,584
1,2,Trevor,Recio,20,7,2018,Fr.,"RECIO,TREVOR",Rollins,Sunshine State,6,919,2081173,F,584
1,2,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Rollins,Sunshine State,0,919,-99,None,584
1,2,Parker,Davis,13,1,2016,Fr.,"DAVIS,PARKER",Rollins,Sunshine State,6,919,1848628,G,584
1,2,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Rollins,Sunshine State,0,919,-100,None,584
1,2,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Rollins,Sunshine State,0,919,-99,None,584
1,2,Daniel,Loh,22,8,2015,Fr.,"LOH,DANIEL",Rollins,Sunshine State,6,919,1745465,F,584
1,2,Jakobi,Bonner,21,2,2016,Fr.,"BONNER,JAKOBI",Rollins,Sunshine State,6,919,1848629,G,584
1,2,Sheldon,Odunna,10,4,2017,Fr.,"ODUNNA,SHELDON",Rollins,Sunshine State,6,919,1965654,G,584
1,2,Christian,Munson,35,6,2016,Fr.,"MUNSON,CHRISTIAN",Rollins,Sunshine State,6,919,1848630,F,584
1,2,Connor,Mckim,2,0,2016,Fr.,"MCKIM,CONNOR",Rollins,Sunshine State,6,919,1848627,G,584
1,2,Nils,Lehmann,42,5,2015,Fr.,"LEHMANN,NILS",Rollins,Sunshine State,6,919,1745467,F,584
1,2,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Rollins,Sunshine State,0,919,-100,None,584
1,2,Blake,Admire,23,4,2015,Fr.,"ADMIRE,BLAKE",Rollins,Sunshine State,6,919,1745466,G,584
1,2,Marcus,Camacho,34,4,2014,Fr.,"CAMACHO,MARCUS",Rollins,Sunshine State,6,919,1622025,G,584
1,2,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Rollins,Sunshine State,0,919,-100,None,584
1,2,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Rollins,Sunshine State,0,919,-99,None,584
1,2,Christian,Munson,35,6,2017,Fr.,"MUNSON,CHRISTIAN",Rollins,Sunshine State,6,919,1848630,F,584
1,2,Chu,Enechionyia,4,4,2018,Fr.,"ENECHIONYIA,CHU",Rollins,Sunshine State,6,919,1857269,F,584
1,2,Cade,Long,11,2,2018,Fr.,"LONG,CADE",Rollins,Sunshine State,6,919,2081159,C,584
1,2,Parker,Davis,13,1,2017,Fr.,"DAVIS,PARKER",Rollins,Sunshine State,6,919,1848628,G,584
1,2,Hutton,Yenor,0,2,2017,Fr.,"YENOR,HUTTON",Rollins,Sunshine State,6,919,1955559,G,584
1,2,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Rollins,Sunshine State,0,919,-100,None,584
1,2,Zach,Ullian,12,4,2014,Fr.,"ULLIAN,ZACH",Rollins,Sunshine State,6,919,1622028,G,584
1,2,Will,Erickson,1,5,2018,Fr.,"ERICKSON,WILL",Rollins,Sunshine State,6,919,2081172,F,584
1,2,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Rollins,Sunshine State,0,919,-99,None,584
1,1,Team Stat,Do Not Modify,-100,0,2017,Fr.,"DO NOT MODIFY,TEAM STAT",Rutgers,Big Ten,0,827,-100,None,587
1,1,Jade,Dadika,15,1,2014,Fr.,"DADIKA,JADE",Rutgers,Big Ten,6,827,1634802,G,587
1,1,Caleb,McConnell,22,6,2018,Fr.,"MCCONNELL,CALEB",Rutgers,Big Ten,6,827,2081931,G,587
1,1,Geo,Baker,0,4,2017,Fr.,"BAKER,GEO",Rutgers,Big Ten,6,827,1961842,G,587
1,1,Ryan,Johnson,13,6,2014,Fr.,"JOHNSON,RYAN",Rutgers,Big Ten,6,827,1634807,F,587
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Rutgers,Big Ten,0,827,-100,None,587
1,1,Justin,Goode,10,2,2015,Fr.,"GOODE,JUSTIN",Rutgers,Big Ten,6,827,1739734,G,587
1,1,Corey,Sanders,3,2,2015,Fr.,"SANDERS,COREY",Rutgers,Big Ten,6,827,1739732,G,587
1,1,Ibrahima,Diallo,32,10,2015,Fr.,"DIALLO,IBRAHIMA",Rutgers,Big Ten,6,827,1634804,F,587
1,1,Team Stat,Do Not Modify,-100,0,2014,Fr.,"DO NOT MODIFY,TEAM STAT",Rutgers,Big Ten,0,827,-100,None,587
1,1,Shaquille,Doorson,40,0,2014,Fr.,"DOORSON,SHAQUILLE",Rutgers,Big Ten,7,827,1634805,C,587
1,1,Mike,Williams,5,2,2014,Fr.,"WILLIAMS,MIKE",Rutgers,Big Ten,6,827,1634808,G,587
1,1,Luke,Nathan,55,10,2017,Fr.,"NATHAN,LUKE",Rutgers,Big Ten,6,827,1961847,C,587
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Rutgers,Big Ten,0,827,-99,None,587
1,1,Misc,Team,,0,2014,Fr.,"TEAM,MISC",Rutgers,Big Ten,0,827,-99,None,587
1,1,Montez,Mathis,23,4,2018,Fr.,"MATHIS,MONTEZ",Rutgers,Big Ten,6,827,2081930,G,587
1,1,D.J.,Foreman,22,8,2014,Fr.,"FOREMAN,D.J.",Rutgers,Big Ten,6,827,1634806,F,587
1,1,Myles,Johnson,15,10,2018,Fr.,"JOHNSON,MYLES",Rutgers,Big Ten,6,827,1961824,C,587
1,1,Mamadou,Doucoure,21,9,2017,Fr.,"DOUCOURE,MAMADOU",Rutgers,Big Ten,6,827,1961844,F,587
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Rutgers,Big Ten,0,827,-99,None,587
1,1,Ibrahima,Diallo,32,10,2014,Fr.,"DIALLO,IBRAHIMA",Rutgers,Big Ten,6,827,1634804,F,587
1,1,Myles,Johnson,15,10,2017,Fr.,"JOHNSON,MYLES",Rutgers,Big Ten,6,827,1961824,C,587
1,1,Misc,Team,,0,2015,Fr.,"TEAM,MISC",Rutgers,Big Ten,0,827,-99,None,587
1,1,Khalil,Batie,13,,2016,Fr.,"BATIE,KHALIL",Rutgers,Big Ten,,827,1749087,None,587
1,1,Jonathan,Laurent,4,6,2015,Fr.,"LAURENT,JONATHAN",Rutgers,Big Ten,6,827,1739733,F,587
1,1,Misc,Team,,0,2016,Fr.,"TEAM,MISC",Rutgers,Big Ten,0,827,-99,None,587
1,1,Issa,Thiam,35,10,2017,Fr.,"THIAM,ISSA",Rutgers,Big Ten,6,827,1857280,G,587
1,1,Ron,Harper Jr.,24,6,2018,Fr.,",RON HARPER JR",Rutgers,Big Ten,6,827,2081928,G,587
1,1,Team Stat,Do Not Modify,-100,0,2018,Fr.,"DO NOT MODIFY,TEAM STAT",Rutgers,Big Ten,0,827,-100,None,587
1,1,Team Stat,Do Not Modify,-100,0,2016,Fr.,"DO NOT MODIFY,TEAM STAT",Rutgers,Big Ten,0,827,-100,None,587
1,1,Wyatt,Walker,33,9,2015,Fr.,"WALKER,WYATT",Samford,SoCon,6,912,1734259,C,625
1,1,Luke,Touliatos,30,4,2017,Fr.,"TOULIATOS,LUKE",Samford,SoCon,6,912,1955395,F,625
1,1,Misc,Team,,0,2017,Fr.,"TEAM,MISC",Samford,SoCon,0,912,-99,None,625
1,1,Misc,Team,,0,2018,Fr.,"TEAM,MISC",Samford,SoCon,0,912,-99,None,625
1,1,Stanley,Henderson,35,6,2018,Fr.,"HENDERSON,STANLEY",Samford,SoCon,6,912,2092303,F,625
1,1,Kevion,Nolan,1,2,2017,Fr.,"NOLAN,KEVION",Samford,SoCon,6,912,1955394,G,625
1,1,Team Stat,Do Not Modify,-100,0,2015,Fr.,"DO NOT MODIFY,TEAM STAT",Samford,SoCon,0,912,-100,None,625
1,1,Evan,Taylor,11,4,2014,Fr.,"TAYLOR,EVAN",Samford,SoCon,6,912,1622329,G,625
1,1,Gerald,Smith,24,4,2015,Fr.,"SMITH,GERALD",Samford,SoCon,6,912,1622331,G,625
